contest	date	year	month	day	time	viewers	break	hoamTeam	guestTeam	resultNumeric	homeTotalGoalDiff	guestTotalGoalDiff	homeTeamGoalsDiffAtHome	homeTeamGoalsDiffAway	guestTeamGoalsDiffAtHome	guestTeamGoalsDiffAway	hoamAvgPoints	guestAvgpoints
Bundesliga  Bundesliga	09.12.2017	2017	12	Sa	18:30	8778	7	SK Sturm Graz	SKN St. Pölten	1.000000	1.233333	-2.100000	0.666667	0.333333	-0.800000	-3.400000	1.833333	0.600000
Bundesliga  Bundesliga	03.02.2018	2018	02	Sa	16:00	3400	48	SV Mattersburg	SK Sturm Graz	1.000000	0.454545	0.516129	-0.500000	-0.200000	0.687500	0.333333	1.000000	1.870968
Bundesliga  Bundesliga	10.02.2018	2018	02	Sa	18:30	7183	7	SK Sturm Graz	Wolfsberger AC	-1.000000	1.187500	-1.000000	0.687500	0.250000	-0.800000	-1.200000	1.812500	0.500000
Bundesliga  Bundesliga	17.02.2018	2018	02	Sa	16:00	20200	7	SK Rapid Wien	SK Sturm Graz	0.000000	0.363636	0.424242	-1.000000	0.833333	0.588235	0.250000	1.181818	1.757576
ÖFB-Cup  ÖFB-Cup	28.02.2018	2018	02	Mi	18:00	2811	3	SK Sturm Graz	SV Wimpassing	3.000000	1.117647	0.000000	0.588235	0.235294	0.000000	0.000000	1.735294	0.000000
Bundesliga  Bundesliga	03.03.2018	2018	03	Sa	16:00	5468	3	LASK	SK Sturm Graz	-2.000000	0.500000	0.485714	0.200000	-0.200000	0.722222	0.235294	1.500000	1.771429
Bundesliga  Bundesliga	10.03.2018	2018	03	Sa	18:30	2950	7	FC Admira Wacker Mödling	SK Sturm Graz	-2.000000	0.200000	0.527778	-0.800000	-1.800000	0.722222	0.333333	1.100000	1.805556
Bundesliga  Bundesliga	17.03.2018	2018	03	Sa	18:30	7154	7	SK Sturm Graz	SC Rheindorf Altach	1.000000	1.270270	-0.818182	0.722222	0.421053	0.200000	-1.666667	1.837838	0.636364
Bundesliga  Bundesliga	31.03.2018	2018	03	Sa	18:30	2248	14	SKN St. Pölten	SK Sturm Graz	-4.000000	0.181818	0.578947	-0.800000	-3.000000	0.736842	0.421053	0.545455	1.868421
Bundesliga  Bundesliga	14.04.2018	2018	04	Sa	16:00	8378	7	SK Sturm Graz	SV Mattersburg	3.000000	1.358974	-0.250000	0.736842	0.600000	-0.285714	-0.200000	1.897436	1.166667
ÖFB-Cup  ÖFB-Cup	18.04.2018	2018	04	Mi	20:30	15700	4	SK Sturm Graz	SK Rapid Wien	0.000000	1.400000	0.000000	0.850000	0.600000	-0.833333	0.833333	1.925000	1.166667
Bundesliga  Bundesliga	21.04.2018	2018	04	Sa	16:00	2500	3	Wolfsberger AC	SK Sturm Graz	1.000000	0.090909	0.707317	-0.800000	-0.833333	0.809524	0.600000	0.727273	1.902439
Bundesliga  Bundesliga	29.04.2018	2018	04	So	16:30	14573	8	SK Sturm Graz	SK Rapid Wien	2.000000	1.357143	0.000000	0.809524	0.523810	-0.833333	0.714286	1.857143	1.153846
Bundesliga  Bundesliga	12.05.2018	2018	05	Sa	16:00	12113	3	SK Sturm Graz	LASK	2.000000	1.372093	-0.181818	0.863636	0.523810	-0.166667	-0.200000	1.883721	1.363636
Bundesliga  Bundesliga	20.05.2018	2018	05	So	16:30	13421	8	SK Sturm Graz	FC Admira Wacker Mödling	2.000000	1.386364	-1.363636	0.913043	0.523810	-1.000000	-1.800000	1.909091	1.000000
Bundesliga  Bundesliga	27.05.2018	2018	05	So	17:30	5129	7	SC Rheindorf Altach	SK Sturm Graz	0.000000	0.333333	0.755556	0.200000	-1.571429	0.958333	0.523810	0.583333	1.933333
ÖFB-Cup  ÖFB-Cup	15.07.2017	2017	07	Sa	17:00	717	45	FC Kitzbühel	LASK	-1.000000	0.000000	-0.333333	0.000000	0.000000	-0.166667	-0.500000	0.000000	1.250000
Bundesliga  Bundesliga	22.07.2017	2017	07	Sa	18:30	5277	7	LASK	FC Admira Wacker Mödling	3.000000	0.384615	-1.416667	-0.166667	-0.285714	-1.000000	-1.833333	1.384615	0.916667
Bundesliga  Bundesliga	05.08.2017	2017	08	Sa	16:00	5271	7	LASK	SKN St. Pölten	2.000000	0.571429	-2.166667	0.285714	-0.285714	-1.333333	-3.000000	1.500000	0.500000
Bundesliga  Bundesliga	20.08.2017	2017	08	So	16:30	5276	8	LASK	SC Rheindorf Altach	0.000000	0.666667	-0.769231	0.500000	-0.285714	0.166667	-1.571429	1.600000	0.615385
Bundesliga  Bundesliga	26.08.2017	2017	08	Sa	18:30	19400	6	SK Rapid Wien	LASK	1.000000	0.571429	0.125000	-0.833333	0.375000	0.444444	-0.285714	1.071429	1.562500
Bundesliga  Bundesliga	16.09.2017	2017	09	Sa	18:30	3657	7	Wolfsberger AC	LASK	0.000000	0.166667	0.058824	-0.500000	-0.833333	0.444444	-0.375000	0.916667	1.470588
ÖFB-Cup  ÖFB-Cup	19.09.2017	2017	09	Di	19:00	800	3	SV Grödig	LASK	0.000000	0.000000	0.055556	0.000000	0.000000	0.444444	-0.333333	0.000000	1.444444
Bundesliga  Bundesliga	23.09.2017	2017	09	Sa	18:30	5289	4	LASK	SV Mattersburg	0.000000	0.684211	-0.461538	0.444444	-0.300000	-0.285714	-0.666667	1.421053	1.076923
Bundesliga  Bundesliga	30.09.2017	2017	09	Sa	18:30	1952	7	FC Admira Wacker Mödling	LASK	2.000000	0.000000	0.050000	-1.000000	-2.000000	0.400000	-0.300000	0.846154	1.400000
Bundesliga  Bundesliga	21.10.2017	2017	10	Sa	18:30	2418	7	SKN St. Pölten	LASK	-1.000000	-0.153846	-0.047619	-1.333333	-2.857143	0.400000	-0.454545	0.461538	1.333333
ÖFB-Cup  ÖFB-Cup	24.10.2017	2017	10	Di	19:10	7300	3	SV Ried	LASK	3.000000	0.000000	0.000000	0.000000	0.000000	0.400000	-0.333333	0.000000	1.409091
Bundesliga  Bundesliga	04.11.2017	2017	11	Sa	18:30	4689	7	SC Rheindorf Altach	LASK	-2.000000	0.285714	-0.130435	0.166667	-1.375000	0.400000	-0.538462	0.642857	1.347826
Bundesliga  Bundesliga	18.11.2017	2017	11	Sa	16:00	5962	14	LASK	SK Rapid Wien	-1.000000	0.875000	-0.066667	0.400000	-0.357143	-0.571429	0.375000	1.416667	1.200000
Bundesliga  Bundesliga	29.11.2017	2017	11	Mi	18:30	4457	4	LASK	Wolfsberger AC	2.000000	0.800000	-0.615385	0.272727	-0.357143	-0.428571	-0.833333	1.360000	0.923077
Bundesliga  Bundesliga	02.12.2017	2017	12	Sa	18:30	1716	3	SV Mattersburg	LASK	1.000000	0.571429	0.000000	-0.285714	-0.571429	0.416667	-0.357143	1.071429	1.423077
Bundesliga  Bundesliga	09.12.2017	2017	12	Sa	18:30	3817	7	LASK	FC Admira Wacker Mödling	1.000000	0.814815	-1.285714	0.416667	-0.400000	-0.571429	-2.000000	1.370370	1.000000
Bundesliga  Bundesliga	03.02.2018	2018	02	Sa	18:30	3877	49	LASK	SKN St. Pölten	1.000000	0.821429	-2.071429	0.461538	-0.400000	-1.285714	-2.857143	1.428571	0.428571
Bundesliga  Bundesliga	17.02.2018	2018	02	Sa	18:30	3893	7	LASK	SC Rheindorf Altach	2.000000	0.827586	-0.800000	0.500000	-0.400000	-0.142857	-1.375000	1.482759	0.600000
Bundesliga  Bundesliga	24.02.2018	2018	02	Sa	18:30	16695	7	SK Rapid Wien	LASK	2.000000	0.687500	0.100000	-0.571429	0.444444	0.600000	-0.400000	1.312500	1.533333
Bundesliga  Bundesliga	10.03.2018	2018	03	Sa	18:30	2635	7	Wolfsberger AC	LASK	-3.000000	0.142857	0.032258	-0.428571	-1.000000	0.600000	-0.500000	0.857143	1.483871
Bundesliga  Bundesliga	17.03.2018	2018	03	Sa	18:30	4145	7	LASK	SV Mattersburg	2.000000	0.906250	-0.333333	0.600000	-0.294118	-0.125000	-0.571429	1.531250	1.200000
Bundesliga  Bundesliga	31.03.2018	2018	03	Sa	16:00	2500	14	FC Admira Wacker Mödling	LASK	-1.000000	0.200000	0.181818	-0.571429	-1.875000	0.687500	-0.294118	0.933333	1.575758
Bundesliga  Bundesliga	14.04.2018	2018	04	Sa	18:30	2956	6	SKN St. Pölten	LASK	-2.000000	-0.133333	0.205882	-1.285714	-2.625000	0.687500	-0.222222	0.400000	1.617647
Bundesliga  Bundesliga	28.04.2018	2018	04	Sa	18:30	3776	7	SC Rheindorf Altach	LASK	-2.000000	0.125000	0.257143	-0.142857	-1.444444	0.687500	-0.105263	0.562500	1.657143
Bundesliga  Bundesliga	05.05.2018	2018	05	Sa	16:00	6009	7	LASK	SK Rapid Wien	-2.000000	1.027778	0.117647	0.687500	0.000000	-0.250000	0.444444	1.694444	1.411765
Bundesliga  Bundesliga	20.05.2018	2018	05	So	16:30	5468	8	LASK	Wolfsberger AC	-2.000000	0.945946	-0.866667	0.529412	0.000000	-0.750000	-1.000000	1.648649	0.800000
Bundesliga  Bundesliga	27.05.2018	2018	05	So	17:30	2901	7	SV Mattersburg	LASK	1.000000	0.625000	0.184211	-0.125000	-0.750000	0.388889	0.000000	1.125000	1.605263
ÖFB-Cup  ÖFB-Cup	18.07.2017	2017	07	Di	18:30	700	45	SK Austria Klagenfurt	SKN St. Pölten	1.000000	0.000000	-2.000000	0.000000	-7.000000	-1.375000	-2.625000	0.000000	0.375000
Bundesliga  Bundesliga	29.07.2017	2017	07	Sa	18:30	6139	6	SKN St. Pölten	SK Rapid Wien	-3.000000	-0.176471	0.222222	-1.375000	-2.444444	-0.250000	0.600000	0.352941	1.500000
Bundesliga  Bundesliga	12.08.2017	2017	08	Sa	18:30	2886	7	SKN St. Pölten	SV Mattersburg	0.000000	-0.333333	-0.352941	-1.555556	-2.444444	0.000000	-0.750000	0.333333	1.235294
Bundesliga  Bundesliga	26.08.2017	2017	08	Sa	16:00	3120	6	Wolfsberger AC	SKN St. Pölten	1.000000	0.125000	-1.894737	-0.750000	-0.625000	-1.400000	-2.444444	0.937500	0.368421
Bundesliga  Bundesliga	09.09.2017	2017	09	Sa	18:30	2029	14	SKN St. Pölten	SC Rheindorf Altach	-1.000000	-0.250000	-0.941176	-1.400000	-2.300000	-0.375000	-1.444444	0.350000	0.529412
Bundesliga  Bundesliga	23.09.2017	2017	09	Sa	18:30	2500	6	SKN St. Pölten	FC Admira Wacker Mödling	0.000000	-0.285714	-1.250000	-1.363636	-2.300000	-0.625000	-1.875000	0.333333	0.875000
Bundesliga  Bundesliga	14.10.2017	2017	10	Sa	18:30	24200	14	SK Rapid Wien	SKN St. Pölten	1.000000	1.000000	-1.727273	-0.250000	0.818182	-1.250000	-2.300000	1.578947	0.363636
Bundesliga  Bundesliga	28.10.2017	2017	10	Sa	18:30	2200	7	SV Mattersburg	SKN St. Pölten	0.000000	0.611111	-1.695652	0.000000	-0.666667	-1.250000	-2.181818	1.222222	0.347826
Bundesliga  Bundesliga	18.11.2017	2017	11	Sa	18:30	2053	13	SKN St. Pölten	Wolfsberger AC	0.000000	-0.208333	-0.588235	-1.250000	-2.000000	-0.555556	-0.625000	0.375000	1.058824
Bundesliga  Bundesliga	25.11.2017	2017	11	Sa	18:30	3169	7	SC Rheindorf Altach	SKN St. Pölten	3.000000	0.111111	-1.560000	-0.375000	-1.200000	-1.153846	-2.000000	0.666667	0.400000
Bundesliga  Bundesliga	02.12.2017	2017	12	Sa	18:30	1600	3	FC Admira Wacker Mödling	SKN St. Pölten	1.000000	0.176471	-1.615385	-0.625000	-1.666667	-1.153846	-2.076923	0.882353	0.384615
Bundesliga  Bundesliga	16.12.2017	2017	12	Sa	18:30	3669	7	SKN St. Pölten	SK Rapid Wien	-5.000000	-0.185185	0.400000	-1.153846	-2.000000	-0.111111	0.818182	0.370370	1.650000
Bundesliga  Bundesliga	10.02.2018	2018	02	Sa	18:30	2381	7	SKN St. Pölten	SV Mattersburg	-3.000000	-0.357143	-0.315789	-1.428571	-2.000000	0.000000	-0.666667	0.357143	1.210526
Bundesliga  Bundesliga	24.02.2018	2018	02	Sa	18:30	1912	6	Wolfsberger AC	SKN St. Pölten	-1.000000	0.166667	-1.758621	-0.555556	-0.555556	-1.533333	-2.000000	1.055556	0.344828
Bundesliga  Bundesliga	03.03.2018	2018	03	Sa	18:30	1447	7	SKN St. Pölten	SC Rheindorf Altach	-1.000000	-0.400000	-0.631579	-1.533333	-1.800000	0.000000	-1.200000	0.433333	0.789474
Bundesliga  Bundesliga	17.03.2018	2018	03	Sa	18:30	1346	7	SKN St. Pölten	FC Admira Wacker Mödling	-1.000000	-0.419355	-1.055556	-1.500000	-1.800000	-0.444444	-1.666667	0.419355	1.000000
Bundesliga  Bundesliga	07.04.2018	2018	04	Sa	18:30	9200	7	SK Rapid Wien	SKN St. Pölten	1.000000	1.190476	-1.625000	-0.111111	1.166667	-1.470588	-1.800000	1.714286	0.406250
Bundesliga  Bundesliga	21.04.2018	2018	04	Sa	18:30	2700	7	SV Mattersburg	SKN St. Pölten	0.000000	0.700000	-1.606061	0.000000	-0.300000	-1.470588	-1.750000	1.300000	0.393939
Bundesliga  Bundesliga	05.05.2018	2018	05	Sa	18:30	1788	6	SKN St. Pölten	Wolfsberger AC	-1.000000	-0.352941	-0.578947	-1.470588	-1.647059	-0.600000	-0.555556	0.411765	1.000000
Bundesliga  Bundesliga	12.05.2018	2018	05	Sa	18:30	3613	7	SC Rheindorf Altach	SKN St. Pölten	-2.000000	0.350000	-1.542857	0.000000	-1.000000	-1.444444	-1.647059	0.900000	0.400000
Bundesliga  Bundesliga	27.05.2018	2018	05	So	17:30	2150	7	FC Admira Wacker Mödling	SKN St. Pölten	-2.000000	0.315789	-1.444444	-0.444444	-1.400000	-1.444444	-1.444444	1.105263	0.472222
Relegation Hinspiele	31.05.2018	2018	05	Do	18:30	3200	4	SC Wiener Neustadt	SKN St. Pölten	-2.000000	0.000000	-1.351351	0.000000	0.000000	-1.444444	-1.263158	0.000000	0.540541
Relegation Rückspiele	03.06.2018	2018	06	So	15:30	4844	3	SKN St. Pölten	SC Wiener Neustadt	0.000000	-0.157895	-2.000000	-1.444444	-1.100000	-2.000000	0.000000	0.605263	0.000000
ÖFB-Cup  ÖFB-Cup	15.07.2017	2017	07	Sa	19:00	400	45	FC Marchfeld Mannsdorf	Wolfsberger AC	-1.000000	0.000000	-0.500000	0.000000	0.000000	-0.600000	-0.400000	0.000000	1.100000
Bundesliga  Bundesliga	29.07.2017	2017	07	Sa	18:30	3100	7	SV Mattersburg	Wolfsberger AC	1.000000	0.666667	-0.428571	0.000000	-0.300000	-0.600000	-0.272727	1.285714	1.190476
Bundesliga  Bundesliga	06.08.2017	2017	08	So	16:30	3030	8	Wolfsberger AC	SC Rheindorf Altach	1.000000	0.227273	-0.619048	-0.600000	-0.333333	-0.200000	-1.000000	1.136364	0.857143
Bundesliga  Bundesliga	19.08.2017	2017	08	Sa	18:30	2965	7	Wolfsberger AC	FC Admira Wacker Mödling	2.000000	0.260870	-1.000000	-0.454545	-0.333333	-0.600000	-1.400000	1.217391	1.050000
ÖFB-Cup  ÖFB-Cup	19.09.2017	2017	09	Di	19:00	700	3	FC Gleisdorf 09	Wolfsberger AC	-1.000000	0.000000	-0.291667	0.000000	0.000000	-0.250000	-0.333333	0.000000	1.291667
Bundesliga  Bundesliga	23.09.2017	2017	09	Sa	16:00	20600	4	SK Rapid Wien	Wolfsberger AC	2.000000	1.181818	-0.240000	0.000000	1.166667	-0.250000	-0.230769	1.772727	1.360000
Bundesliga  Bundesliga	14.10.2017	2017	10	Sa	18:30	3230	13	Wolfsberger AC	SV Mattersburg	0.000000	0.461538	-0.090909	-0.250000	-0.357143	0.083333	-0.300000	1.307692	1.363636
Bundesliga  Bundesliga	21.10.2017	2017	10	Sa	18:30	4560	7	SC Rheindorf Altach	Wolfsberger AC	1.000000	0.227273	-0.296296	-0.200000	-1.000000	-0.230769	-0.357143	0.818182	1.296296
ÖFB-Cup  ÖFB-Cup	25.10.2017	2017	10	Mi	18:30	400	4	SV Wimpassing	Wolfsberger AC	1.000000	0.000000	-0.321429	0.000000	-3.000000	-0.230769	-0.400000	0.000000	1.250000
Bundesliga  Bundesliga	04.11.2017	2017	11	Sa	18:30	1558	6	FC Admira Wacker Mödling	Wolfsberger AC	0.000000	0.190476	-0.344828	-0.600000	-1.454545	-0.230769	-0.437500	1.000000	1.206897
Bundesliga  Bundesliga	02.12.2017	2017	12	Sa	16:00	3401	3	Wolfsberger AC	SK Rapid Wien	0.000000	0.466667	0.695652	-0.230769	-0.411765	0.181818	1.166667	1.200000	1.826087
Bundesliga  Bundesliga	16.12.2017	2017	12	Sa	18:30	3000	6	SV Mattersburg	Wolfsberger AC	4.000000	0.739130	-0.322581	0.083333	-0.272727	-0.214286	-0.411765	1.347826	1.193548
Bundesliga  Bundesliga	03.02.2018	2018	02	Sa	18:30	2210	49	Wolfsberger AC	SC Rheindorf Altach	0.000000	0.468750	-0.565217	-0.214286	-0.611111	-0.090909	-1.000000	1.156250	0.913043
Bundesliga  Bundesliga	17.02.2018	2018	02	Sa	18:30	2287	7	Wolfsberger AC	FC Admira Wacker Mödling	-2.000000	0.454545	-1.000000	-0.200000	-0.611111	-0.545455	-1.454545	1.151515	1.000000
Bundesliga  Bundesliga	17.03.2018	2018	03	Sa	16:00	12700	7	SK Rapid Wien	Wolfsberger AC	4.000000	1.166667	-0.470588	0.181818	1.076923	-0.312500	-0.611111	1.791667	1.117647
Bundesliga  Bundesliga	07.04.2018	2018	04	Sa	18:30	2814	7	Wolfsberger AC	SV Mattersburg	-2.000000	0.400000	0.083333	-0.312500	-0.789474	0.384615	-0.272727	1.085714	1.416667
Bundesliga  Bundesliga	14.04.2018	2018	04	Sa	18:30	3827	7	SC Rheindorf Altach	Wolfsberger AC	1.000000	0.250000	-0.611111	-0.090909	-0.923077	-0.411765	-0.789474	0.916667	1.055556
Bundesliga  Bundesliga	28.04.2018	2018	04	Sa	18:30	1700	7	FC Admira Wacker Mödling	Wolfsberger AC	2.000000	0.304348	-0.621622	-0.545455	-1.166667	-0.411765	-0.800000	1.086957	1.027027
Bundesliga  Bundesliga	27.05.2018	2018	05	So	17:30	4000	7	Wolfsberger AC	SK Rapid Wien	0.000000	0.394737	0.800000	-0.411765	-0.857143	0.500000	1.076923	1.000000	1.840000
ÖFB-Cup  ÖFB-Cup	16.07.2017	2017	07	So	16:00	1600	45	SC Schwaz	SK Rapid Wien	-2.000000	0.000000	0.769231	0.000000	0.000000	0.500000	1.000000	0.000000	1.807692
Bundesliga  Bundesliga	22.07.2017	2017	07	Sa	16:00	17800	6	SK Rapid Wien	SV Mattersburg	0.000000	1.259259	0.160000	0.500000	1.066667	0.384615	-0.083333	1.851852	1.480000
Bundesliga  Bundesliga	13.08.2017	2017	08	So	16:30	4700	7	FC Admira Wacker Mödling	SK Rapid Wien	2.000000	0.375000	0.785714	-0.333333	-1.166667	0.461538	1.066667	1.166667	1.821429
Bundesliga  Bundesliga	16.09.2017	2017	09	Sa	16:00	5631	6	SC Rheindorf Altach	SK Rapid Wien	0.000000	0.280000	0.689655	0.000000	-0.923077	0.461538	0.875000	1.000000	1.758621
ÖFB-Cup  ÖFB-Cup	20.09.2017	2017	09	Mi	20:30	4100	4	ASK Elektra	SK Rapid Wien	-4.000000	0.000000	0.666667	0.000000	0.000000	0.461538	0.823529	0.000000	1.733333
Bundesliga  Bundesliga	30.09.2017	2017	09	Sa	18:30	7800	7	SV Mattersburg	SK Rapid Wien	-1.000000	0.961538	0.774194	0.384615	-0.076923	0.461538	1.000000	1.461538	1.774194
Bundesliga  Bundesliga	28.10.2017	2017	10	Sa	16:00	16800	3	SK Rapid Wien	FC Admira Wacker Mödling	1.000000	1.312500	-0.640000	0.461538	1.000000	-0.153846	-1.166667	1.812500	1.240000
Bundesliga  Bundesliga	29.11.2017	2017	11	Mi	20:30	13400	3	SK Rapid Wien	SC Rheindorf Altach	-1.000000	1.303030	-0.461538	0.500000	1.000000	0.000000	-0.923077	1.848485	1.000000
Bundesliga  Bundesliga	09.12.2017	2017	12	Sa	16:00	14400	7	SK Rapid Wien	SV Mattersburg	0.000000	1.235294	0.111111	0.400000	1.000000	0.285714	-0.076923	1.794118	1.407407
Bundesliga  Bundesliga	11.02.2018	2018	02	So	16:30	3200	7	FC Admira Wacker Mödling	SK Rapid Wien	1.000000	0.423077	0.714286	-0.153846	-1.153846	0.375000	1.000000	1.192308	1.771429
ÖFB-Cup  ÖFB-Cup	28.02.2018	2018	02	Mi	20:30	7200	4	SK Rapid Wien	SV Ried	1.000000	1.194444	3.000000	0.375000	0.900000	3.000000	0.000000	1.722222	3.000000
Bundesliga  Bundesliga	10.03.2018	2018	03	Sa	16:00	5193	6	SC Rheindorf Altach	SK Rapid Wien	0.000000	0.333333	0.675676	0.000000	-0.785714	0.411765	0.900000	1.074074	1.756757
Bundesliga  Bundesliga	01.04.2018	2018	04	So	16:30	7100	15	SV Mattersburg	SK Rapid Wien	-2.000000	0.928571	0.657895	0.285714	-0.071429	0.411765	0.857143	1.392857	1.736842
Bundesliga  Bundesliga	22.04.2018	2018	04	So	16:30	18600	4	SK Rapid Wien	FC Admira Wacker Mödling	3.000000	1.230769	-0.592593	0.411765	0.909091	-0.071429	-1.153846	1.769231	1.259259
Bundesliga  Bundesliga	20.05.2018	2018	05	So	16:30	26100	7	SK Rapid Wien	SC Rheindorf Altach	3.000000	1.275000	-0.392857	0.555556	0.909091	0.000000	-0.785714	1.800000	1.071429
ÖFB-Cup  ÖFB-Cup	15.07.2017	2017	07	Sa	17:00	565	45	FC Lendorf	FC Admira Wacker Mödling	-2.000000	0.000000	-0.678571	0.000000	0.000000	-0.071429	-1.285714	0.000000	1.214286
Bundesliga  Bundesliga	30.07.2017	2017	07	So	18:30	1500	8	FC Admira Wacker Mödling	SC Rheindorf Altach	3.000000	0.551724	-0.482759	-0.071429	-1.066667	0.000000	-0.933333	1.275862	1.034483
Bundesliga  Bundesliga	09.09.2017	2017	09	Sa	18:30	2200	13	SV Mattersburg	FC Admira Wacker Mödling	-5.000000	0.827586	-0.466667	0.133333	-0.071429	0.133333	-1.066667	1.344828	1.333333
ÖFB-Cup  ÖFB-Cup	26.09.2017	2017	09	Di	19:00	1300	3	TuS Bad Gleichenberg	FC Admira Wacker Mödling	2.000000	-3.000000	-0.290323	-3.000000	0.000000	0.133333	-0.687500	0.000000	1.387097
Bundesliga  Bundesliga	14.10.2017	2017	10	Sa	18:30	5072	14	SC Rheindorf Altach	FC Admira Wacker Mödling	0.000000	0.366667	-0.343750	0.000000	-1.062500	0.133333	-0.764706	1.000000	1.343750
Bundesliga  Bundesliga	25.11.2017	2017	11	Sa	18:30	1056	7	FC Admira Wacker Mödling	SV Mattersburg	2.000000	0.818182	-0.133333	0.133333	-0.722222	-0.187500	-0.071429	1.333333	1.300000
Bundesliga  Bundesliga	16.12.2017	2017	12	Sa	18:30	1400	7	FC Admira Wacker Mödling	SC Rheindorf Altach	2.000000	0.852941	-0.548387	0.250000	-0.722222	0.000000	-1.062500	1.382353	1.000000
Bundesliga  Bundesliga	03.03.2018	2018	03	Sa	18:30	2100	7	SV Mattersburg	FC Admira Wacker Mödling	1.000000	0.612903	-0.200000	-0.187500	-0.200000	0.352941	-0.722222	1.258065	1.428571
Bundesliga  Bundesliga	07.04.2018	2018	04	Sa	18:30	4069	7	SC Rheindorf Altach	FC Admira Wacker Mödling	-1.000000	0.375000	-0.222222	0.000000	-1.117647	0.352941	-0.736842	0.968750	1.388889
Bundesliga  Bundesliga	12.05.2018	2018	05	Sa	18:30	3307	7	FC Admira Wacker Mödling	SV Mattersburg	0.000000	0.945946	-0.156250	0.352941	-0.650000	-0.117647	-0.200000	1.432432	1.312500
ÖFB-Cup  ÖFB-Cup	15.07.2017	2017	07	Sa	17:00	800	45	FC Pinzgau Saalfelden	SV Mattersburg	-5.000000	0.000000	-0.151515	0.000000	0.000000	-0.117647	-0.187500	0.000000	1.303030
Bundesliga  Bundesliga	27.08.2017	2017	08	So	16:30	4613	7	SC Rheindorf Altach	SV Mattersburg	1.000000	0.333333	0.000000	-0.062500	-1.117647	-0.117647	0.117647	0.939394	1.352941
ÖFB-Cup  ÖFB-Cup	26.09.2017	2017	09	Di	19:00	500	3	SC/ESV Parndorf	SV Mattersburg	-1.000000	0.000000	-0.028571	0.000000	0.000000	-0.117647	0.055556	0.000000	1.314286
ÖFB-Cup  ÖFB-Cup	24.10.2017	2017	10	Di	15:00	600	3	ASKÖ Oedt	SV Mattersburg	-3.000000	0.000000	0.000000	0.000000	0.000000	-0.117647	0.105263	0.000000	1.361111
Bundesliga  Bundesliga	18.11.2017	2017	11	Sa	18:30	1950	13	SV Mattersburg	SC Rheindorf Altach	1.000000	0.864865	-0.558824	-0.117647	0.250000	0.000000	-1.117647	1.405405	1.000000
Bundesliga  Bundesliga	24.02.2018	2018	02	Sa	18:30	3113	7	SC Rheindorf Altach	SV Mattersburg	0.000000	0.342857	0.105263	0.000000	-1.111111	-0.055556	0.250000	0.971429	1.447368
ÖFB-Cup  ÖFB-Cup	27.02.2018	2018	02	Di	19:30	500	3	SV Mattersburg	TSV Hartberg	3.000000	0.871795	0.000000	-0.055556	0.238095	0.000000	0.000000	1.435897	0.000000
Bundesliga  Bundesliga	05.05.2018	2018	05	Sa	18:30	2400	7	SV Mattersburg	SC Rheindorf Altach	-1.000000	0.925000	-0.555556	0.105263	0.238095	0.000000	-1.111111	1.475000	0.972222
Europa League Qualifikation  Europa League Qualifikation	29.06.2017	2017	06	Do	18:00	1700	45	Chikhura Sachkhere	SC Rheindorf Altach	-1.000000	0.000000	-0.513514	0.000000	0.000000	0.000000	-1.000000	0.000000	1.027027
Bundesliga  Bundesliga	06.07.2017	2017	07	Do	20:30	3335	7	SC Rheindorf Altach	Chikhura Sachkhere	0.000000	0.368421	-1.000000	0.000000	-0.900000	-1.000000	0.000000	1.078947	0.000000
Europa League Qualifikation  Europa League Qualifikation	13.07.2017	2017	07	Do	18:30	2811	7	SC Rheindorf Altach	Dynamo Brest	0.000000	0.358974	0.000000	0.000000	-0.900000	0.000000	0.000000	1.076923	0.000000
ÖFB-Cup  ÖFB-Cup	16.07.2017	2017	07	So	11:00	3000	3	FC Dornbirn	SC Rheindorf Altach	-4.000000	0.000000	-0.450000	0.000000	0.000000	0.000000	-0.900000	0.000000	1.075000
Europa League Qualifikation  Europa League Qualifikation	20.07.2017	2017	07	Do	18:30	10100	4	Dynamo Brest	SC Rheindorf Altach	-3.000000	1.000000	-0.341463	0.000000	0.000000	0.000000	-0.666667	1.000000	1.121951
Europa League Qualifikation  Europa League Qualifikation	27.07.2017	2017	07	Do	20:30	13745	4	KAA Gent	SC Rheindorf Altach	0.000000	0.000000	-0.261905	0.000000	0.000000	0.000000	-0.500000	0.000000	1.166667
Europa League Qualifikation  Europa League Qualifikation	03.08.2017	2017	08	Do	20:30	3852	4	SC Rheindorf Altach	KAA Gent	2.000000	0.534884	0.000000	0.000000	-0.478261	0.000000	0.000000	1.162791	1.000000
Europa League Qualifikation  Europa League Qualifikation	17.08.2017	2017	08	Do	20:30	5269	5	SC Rheindorf Altach	Maccabi Tel Aviv	-1.000000	0.568182	0.000000	0.095238	-0.478261	0.000000	0.000000	1.204545	0.000000
Europa League Qualifikation  Europa League Qualifikation	24.08.2017	2017	08	Do	19:00	10637	4	Maccabi Tel Aviv	SC Rheindorf Altach	0.000000	1.000000	-0.222222	0.000000	1.000000	0.045455	-0.478261	3.000000	1.177778
ÖFB-Cup  ÖFB-Cup	20.09.2017	2017	09	Mi	19:00	900	4	Union Gurten	SC Rheindorf Altach	0.000000	0.000000	-0.217391	0.000000	0.000000	0.045455	-0.458333	0.000000	1.173913
